Counter (ms), LH - Accel: X,LH - Accel: Y,LH - Accel: Z,LH - ADC Channel 1,LH - ADC Channel 2,LH - ADC Channel 3,LH - ADC Channel 4,LH - ADC Channel 5,LH - ADC Channel 6,LH - ADC Channel 7, RH - Accel: X,RH - Accel: Y,RH - Accel: Z,RH - ADC Channel 1,RH - ADC Channel 2,RH - ADC Channel 3,RH - ADC Channel 4,RH - ADC Channel 5,RH - ADC Channel 6,RH - ADC Channel 7, Pelvis - Accel: X, Pelvis - Accel: Y, Pelvis - Accel: Z  
17273,80,-10,12,21,48,150,98,115,93,109,160,79,318,13,3,0,14,-1,-2,2,24,-42,-21
17283,80,-11,11,19,47,150,98,109,85,109,176,70,323,14,3,0,16,-2,-2,2,26,-39,-21
17293,80,-11,12,17,43,150,98,105,76,110,208,123,315,12,5,-2,16,-1,-1,1,21,-40,-11
17306,80,-6,9,17,42,147,96,100,66,114,88,-5,12,15,40,146,95,100,63,114,18,-40,-6
17312,80,-10,11,16,40,144,94,96,53,114,224,170,308,11,4,0,17,-2,-2,3,8,-49,3
17322,96,-10,13,18,39,137,92,92,41,117,96,26,-130,5,5,-1,17,1,-2,6,-6,-65,-2
17332,96,-14,12,18,39,126,94,88,30,118,192,-48,44,3,3,0,24,0,-2,5,-18,-82,-15
17341,144,-17,11,15,37,104,94,90,17,119,176,-88,75,1,2,0,35,-2,0,7,-30,-103,-19
17350,160,-14,8,14,39,84,96,88,12,122,32,-29,16,1,2,1,40,0,0,10,-33,-125,-21
17360,224,-14,2,14,41,59,97,89,8,119,0,-12,0,0,1,-2,46,0,1,17,-15,-139,-37
17370,208,14,-6,14,43,44,88,81,7,107,16,0,14,0,0,0,49,-2,-2,38,15,-141,-55
17380,208,9,-17,15,47,30,69,64,6,79,32,-3,46,-2,-1,-3,50,-2,-2,66,42,-123,-51
17389,176,3,-63,17,50,19,51,52,6,52,64,19,21,8,0,-2,56,-2,0,82,44,-100,-28
17399,80,-14,-227,14,48,14,34,41,6,35,80,16,-6,15,1,0,58,0,2,92,30,-88,-3
17409,-80,-42,-381,13,44,12,24,34,6,28,80,14,20,29,7,0,67,6,3,102,0,-76,-16
17418,-96,-107,-388,10,36,13,20,28,5,22,64,0,10,44,12,0,73,14,3,108,-37,-76,-22
17427,-80,-105,-341,5,33,13,18,24,6,21,80,-7,16,60,15,0,79,20,5,111,-57,-77,-23
17437,-64,-18,-391,5,33,12,18,23,6,21,80,-4,9,76,18,0,86,23,0,115,-67,-76,-9
17447,-32,90,-369,4,34,13,18,23,7,19,80,0,11,93,24,-2,91,27,6,118,-51,-77,-9
17457,112,221,-252,5,35,14,18,25,6,23,80,3,9,108,26,0,95,31,10,119,-20,-80,-24
17466,80,146,-171,9,34,15,20,26,6,29,80,5,10,118,29,-1,105,37,6,124,8,-87,-36
15550,64,-9,16,11,66,101,48,71,282,31,-464,-32,-210,19,8,-1,9,4,-2,0,26,-109,-44
17776,176,-80,140,0,0,0,0,0,0,0,128,-1,8,0,0,0,0,0,0,0,2,-159,42
17786,144,-84,143,-4,28,3,6,10,2,5,128,-3,8,316,360,0,247,267,32,133,-5,-167,43
17795,160,-63,155,3,28,3,8,9,2,8,128,-2,2,311,370,-1,254,269,34,103,-8,-173,44
17805,144,-50,152,4,28,3,7,10,4,9,128,-2,5,301,374,0,260,267,34,87,-1,-175,34
17815,128,-51,151,4,28,3,9,10,1,9,112,-8,10,274,374,-2,263,257,35,75,12,-165,24
17825,112,-66,141,3,29,2,8,9,2,10,96,-2,7,239,368,-1,263,236,36,66,14,-149,20
17834,112,-73,135,2,28,2,8,9,2,7,96,-9,15,186,353,0,256,201,35,60,6,-126,21
17843,80,-72,128,1,28,3,8,9,2,8,64,-15,13,143,331,2,243,166,34,52,-4,-109,17
17853,64,-66,119,2,29,2,8,10,2,9,64,-18,13,110,299,-2,226,136,34,48,-11,-92,17
17863,64,-51,112,3,29,4,7,10,3,8,48,-37,15,91,260,-2,206,108,33,43,-19,-76,11
17873,48,-27,104,2,29,2,6,11,3,9,32,-56,8,71,228,0,179,87,28,40,-28,-65,10
17882,48,-13,102,1,29,3,7,10,4,9,16,-95,-12,58,198,-2,163,73,27,37,-48,-57,5
17892,48,-1,97,2,29,2,5,12,3,8,0,-131,8,52,181,-1,153,65,26,28,-36,-49,4
17901,16,13,91,-1,27,1,5,10,3,8,0,-131,6,51,173,-1,153,62,36,27,-33,-44,-1
17911,0,19,89,2,28,1,4,10,2,9,0,-56,29,54,168,0,160,62,32,26,-28,-37,-7
17920,32,30,87,2,29,2,3,10,3,8,32,15,28,57,168,-2,177,68,38,22,-22,-35,-4
17930,48,43,92,2,29,2,3,9,3,8,48,64,28,66,169,-1,200,70,43,24,-11,-35,-5
17940,48,67,87,2,28,1,3,10,2,7,48,108,59,74,171,0,225,83,46,21,3,-31,-5
17950,32,62,87,1,27,2,2,9,2,8,80,183,20,89,173,-2,255,95,50,20,4,-25,-1
17959,48,43,94,1,27,3,3,11,2,8,16,127,22,109,180,-1,283,107,53,21,15,-23,1
17969,48,33,94,1,26,2,6,9,4,8,32,76,7,136,186,-1,309,120,58,20,16,-30,8
17978,64,28,91,1,24,1,7,10,3,5,64,23,12,162,192,0,333,134,62,17,12,-38,12
17988,64,23,89,3,23,1,4,12,3,6,80,-1,21,182,196,1,356,142,65,14,11,-47,8
17998,48,19,84,1,23,2,5,10,3,6,96,-19,37,202,202,0,377,150,68,14,4,-64,1
18007,32,21,77,2,24,0,2,11,2,5,96,-25,29,221,205,-1,398,158,71,11,-10,-78,3
18017,48,16,68,2,22,0,3,8,1,6,80,-16,26,231,207,-1,411,164,74,6,-17,-86,14
18027,64,6,63,1,22,0,4,10,4,4,64,-2,22,247,209,0,424,166,75,12,-22,-97,20
18037,80,1,58,2,23,2,3,9,2,3,64,-6,25,256,209,0,432,170,77,12,-20,-112,23
18045,80,0,52,1,23,1,3,8,2,5,80,14,23,264,210,-1,439,174,77,13,-17,-126,23
18055,80,-9,42,2,21,1,3,11,2,5,64,-3,24,274,211,-1,447,175,77,13,-8,-129,25
18065,96,-15,34,1,21,1,3,10,3,5,64,-7,22,283,213,-1,451,180,77,11,0,-129,24
18075,96,-13,27,1,22,1,4,9,2,5,64,-7,25,291,213,-2,454,183,77,11,13,-118,24
18084,96,-6,21,1,20,1,3,9,2,4,80,-6,23,301,216,0,459,189,77,12,18,-112,22
18094,112,-12,18,1,20,1,3,9,2,4,80,-12,23,306,217,2,464,192,78,14,25,-105,19
18104,120,-14,18,1,20,0,3,10,2,6,80,-2,22,312,219,-2,468,195,76,14,25,-94,16
18114,128,-26,15,0,20,1,2,9,2,4,80,2,25,318,223,0,470,198,81,17,27,-88,12
18122,128,-36,7,4,21,2,3,10,2,4,80,11,19,321,226,0,473,200,82,17,31,-84,8
18132,144,-43,1,1,19,0,3,9,2,4,80,5,19,326,226,2,474,202,83,17,26,-80,4
18142,144,-38,-7,2,19,1,3,8,2,0,80,-1,23,328,229,-2,477,205,85,19,18,-76,7
18152,144,-31,-14,1,20,0,6,9,3,6,96,-11,23,332,230,0,479,207,87,21,15,-76,8
18162,160,-28,-23,2,19,2,2,10,-3,4,80,-7,21,331,232,0,484,206,89,20,9,-75,8
18171,160,-22,-25,2,18,1,1,9,3,4,80,-1,21,332,234,-1,489,207,93,21,4,-80,9
18181,176,-21,-30,-2,19,0,2,9,3,3,80,1,23,329,234,0,492,206,98,22,8,-83,6
18191,176,-26,-29,1,17,1,2,8,1,4,80,1,23,324,233,-1,493,206,104,23,10,-86,7
18200,192,-28,-34,1,18,1,1,9,1,4,80,-2,23,321,234,0,500,204,110,24,14,-94,6
18209,192,-29,-45,1,18,1,1,7,1,4,80,-2,20,319,235,-1,508,203,117,26,16,-95,5
18219,192,-27,-61,1,17,0,1,9,1,3,80,-3,20,314,234,-1,513,198,122,26,16,-99,3
18229,176,-28,-77,1,18,3,2,8,1,3,80,-4,22,309,232,-1,521,197,128,24,15,-102,-1
18239,176,-31,-93,3,18,1,2,8,2,3,80,1,22,302,232,-1,528,191,133,24,16,-105,1
18248,176,-29,-101,1,18,1,2,8,2,3,80,1,22,289,228,-2,539,186,138,25,31,-103,5
18258,176,-29,-108,2,19,1,0,9,1,3,80,1,22,270,227,1,548,177,145,26,14,-107,3
18267,176,-27,-117,4,18,2,2,8,1,3,80,-1,20,257,226,0,556,169,147,21,16,-106,-2
18277,160,-23,-125,2,17,0,0,9,2,2,80,-3,23,248,225,0,564,162,153,25,18,-105,-2
18286,144,-19,-132,2,16,1,0,8,0,2,80,-4,22,237,226,-2,570,158,157,25,16,-102,-6
18296,128,-18,-136,2,18,1,1,7,1,3,80,-1,22,230,225,0,576,153,171,24,15,-100,-5
18306,112,-16,-143,4,18,0,0,7,1,2,80,1,21,220,224,-2,582,146,169,26,7,-92,-5
18316,96,-15,-152,3,18,0,1,6,2,2,64,-2,24,208,223,-1,589,139,171,26,8,-87,-2
18326,112,-20,-149,4,18,0,1,7,2,2,80,-2,23,202,222,-1,590,131,173,25,1,-82,-4
18335,112,-20,-145,4,19,1,1,7,2,4,64,-14,21,200,219,0,594,122,176,26,-1,-79,-9
18344,112,-16,-141,6,20,0,1,7,2,4,64,-15,22,196,218,-1,595,118,179,25,-1,-72,-8
18354,112,-11,-132,6,20,1,0,6,2,3,64,-12,23,191,216,-2,599,113,178,23,-1,-71,-14
18364,112,-5,-119,2,20,1,0,7,1,3,64,-9,23,186,214,-3,599,108,183,26,2,-69,-20
18373,112,-12,-110,6,21,2,0,8,3,4,80,-4,22,179,213,0,600,108,184,25,4,-65,-23
18383,112,-19,-94,4,21,1,1,4,1,2,64,-3,23,169,208,-1,603,103,184,25,0,-61,-20
18393,112,-23,-86,6,20,1,1,8,1,2,64,-6,22,167,205,0,602,102,186,26,1,-59,-17
18403,64,-30,-80,5,21,-6,2,9,1,4,64,-1,22,161,204,-1,599,101,186,26,-1,-59,-20
18411,48,-42,-77,6,22,1,0,8,2,3,80,1,25,157,204,-2,595,100,184,27,2,-58,-19
18421,-16,-39,-60,12,24,1,3,10,1,7,80,1,22,153,203,0,590,98,183,27,0,-58,-20
18431,-16,-170,-207,12,24,1,8,10,0,9,64,-6,22,146,202,0,582,98,182,26,1,-58,-15
18441,208,-167,7,13,26,1,14,14,1,16,64,-12,21,141,197,-1,573,97,178,27,8,-62,-20
18450,-32,-69,-152,17,30,4,25,21,0,22,80,-16,23,136,189,0,566,95,174,26,15,-67,-23
18460,176,103,-240,22,36,10,29,29,-1,29,64,-10,22,128,182,-2,556,94,166,28,15,-74,-22
18470,384,240,91,23,45,15,37,39,0,37,64,-8,23,120,172,0,540,88,159,28,16,-77,-21
18479,16,137,-21,25,50,22,41,47,1,45,64,-5,22,107,167,1,514,85,148,26,16,-80,-23
18489,64,15,-47,28,57,31,46,53,2,49,64,-1,22,97,157,0,490,80,136,27,16,-84,-23
18498,80,-79,37,29,63,37,49,61,4,56,48,-6,23,84,144,0,447,72,116,26,4,-86,-22
18508,128,-103,-6,33,67,45,56,65,6,60,48,-4,24,70,134,1,394,62,99,26,-5,-84,-12
18518,96,-90,36,33,75,51,62,75,12,64,48,-3,19,59,124,0,335,56,84,26,-16,-84,-12
18528,64,-29,7,34,81,58,66,86,18,68,64,-9,17,51,118,0,282,48,67,28,-28,-85,-11
18537,80,-17,19,38,85,64,72,96,25,72,80,-11,16,46,109,-2,234,41,56,26,-39,-83,-12
18546,96,0,15,38,90,68,75,103,30,76,96,-16,15,42,106,-2,188,39,43,27,-41,-86,-12
18556,80,25,-4,40,96,73,84,110,34,78,80,-14,16,37,99,-1,154,36,34,29,-40,-86,-12
18566,80,23,13,41,102,77,86,121,35,82,80,-12,12,34,96,-2,124,33,26,30,-25,-82,-12
18575,80,-3,8,42,106,77,90,129,35,84,96,-14,16,30,92,-1,95,32,18,34,-10,-83,-19
18585,64,-13,14,43,113,78,94,139,36,86,80,-16,12,26,90,1,73,28,14,35,6,-81,-22
18595,64,-20,18,42,117,78,100,145,37,86,80,-40,4,23,88,-1,57,27,8,35,20,-78,-26
18605,64,-25,17,45,117,80,99,149,34,86,96,-71,7,18,80,-2,50,23,8,34,26,-80,-26
18614,64,-16,15,46,125,81,101,154,36,86,112,-79,7,18,74,0,40,20,5,35,26,-79,-26
18623,80,-6,14,47,126,80,101,160,36,87,80,-80,-4,15,70,0,38,17,5,34,18,-78,-29
18633,80,-3,12,49,126,81,103,162,36,88,80,-71,-17,13,62,-1,35,16,4,34,7,-76,-27
18643,80,-7,12,48,130,79,104,165,36,88,80,-63,-13,14,60,-1,32,14,2,33,-12,-74,-30
18653,80,-13,13,48,129,79,104,171,36,87,80,-51,-14,14,59,0,32,11,2,30,-21,-68,-30
18662,80,-12,13,48,133,79,104,171,34,87,80,-37,-16,16,57,0,33,11,1,29,-24,-65,-28
18672,80,-9,11,48,135,79,106,176,35,89,80,-32,-11,16,55,-1,34,12,1,30,-22,-63,-32
18682,80,-5,13,48,137,79,107,178,33,88,80,-36,-20,14,49,0,32,10,0,26,-16,-62,-36
18691,80,-10,14,49,140,78,108,180,34,88,80,-32,-21,16,48,0,31,12,-1,25,-5,-63,-35
18700,64,-12,13,50,142,77,107,184,33,90,80,-23,-21,17,49,0,31,10,1,24,2,-66,-36
18710,80,-9,15,51,146,81,107,186,32,89,80,-9,-16,18,50,0,30,14,0,25,7,-73,-36
18720,80,-8,14,49,147,75,107,187,32,87,80,2,-16,23,54,-1,31,15,2,25,6,-76,-34
18730,80,-9,14,51,151,72,108,189,30,87,80,3,-12,19,56,-1,30,17,0,26,6,-81,-34
18739,80,-9,13,51,152,71,108,191,29,86,64,-16,-15,18,58,0,33,19,4,27,4,-81,-34
18749,80,-5,12,51,153,69,108,194,28,85,80,-28,-22,18,62,-1,32,21,-1,30,1,-89,-35
18758,80,-8,13,51,154,68,108,196,24,83,80,-19,-17,19,65,1,32,21,2,32,0,-87,-35
18768,80,-8,14,52,157,66,109,198,23,84,80,-5,-20,22,68,-2,34,22,2,34,-1,-86,-35
18778,80,-11,12,51,158,63,108,201,20,82,80,11,-19,23,73,1,34,25,3,36,1,-86,-33
18787,80,-10,13,51,158,61,109,201,19,82,96,34,-13,22,78,0,35,29,-1,36,2,-81,-35
18797,80,-10,13,51,159,57,107,204,16,80,80,54,-6,24,82,0,37,32,3,39,0,-78,-35
18807,80,-7,16,52,160,54,108,205,15,80,80,63,2,26,86,0,37,33,4,42,1,-73,-30
18817,80,-7,15,52,159,50,108,205,11,79,80,67,5,27,81,0,40,37,5,42,4,-68,-30
18825,80,-8,15,52,162,46,106,206,9,79,64,75,2,30,96,-1,45,40,6,44,-5,-67,-29
18835,80,-5,13,52,162,43,105,212,10,78,80,87,1,36,101,0,47,44,10,42,-10,-66,-27
18845,80,-5,14,52,164,39,103,209,8,75,80,97,10,39,109,-2,52,50,8,43,-13,-65,-27
18855,64,-7,14,52,163,38,102,209,7,72,80,97,4,46,116,1,59,55,8,45,-12,-63,-29
18864,80,-10,13,51,165,36,102,211,6,71,80,93,7,52,123,-1,65,68,9,46,-11,-66,-29
18874,64,-9,15,53,165,35,100,212,8,72,80,81,11,58,127,-2,69,63,10,47,-9,-73,-33
18884,64,-9,12,51,166,33,103,212,6,68,80,56,9,61,129,-1,74,66,11,45,-5,-73,-31
18893,64,-12,14,51,167,32,98,213,6,68,80,53,10,62,133,-2,79,67,11,47,-5,-77,-32
18902,80,-11,15,51,168,30,100,214,4,68,80,45,13,64,133,0,88,68,17,49,-4,-80,-31
18912,64,-9,13,51,167,25,97,213,8,67,64,19,5,64,136,0,94,69,19,49,-6,-85,-31
18922,64,-10,13,51,167,26,98,212,5,67,80,2,11,64,138,2,100,70,19,47,-12,-90,-30
18932,64,-14,14,50,166,25,97,211,5,66,80,-10,23,64,138,0,108,70,22,46,-15,-91,-32
18942,80,-14,15,50,166,26,95,210,4,65,80,-13,13,67,141,1,116,70,27,45,-16,-91,-29
18951,80,-5,13,47,162,24,94,208,4,64,80,-9,17,68,140,-2,124,72,27,46,-17,-91,-28
18961,80,0,14,49,161,24,93,207,4,64,80,2,10,73,141,0,134,71,30,46,-18,-85,-31
18970,80,-1,13,46,155,23,91,207,4,61,80,4,0,77,143,0,145,73,21,45,-16,-80,-27
18980,80,0,14,45,154,23,93,208,4,62,80,5,12,80,142,-2,150,75,34,38,-16,-79,-28
18989,80,-1,15,46,153,23,90,205,3,60,80,-3,12,83,142,0,157,73,36,41,-15,-77,-33
18999,80,-3,15,44,153,23,91,208,3,61,80,-1,14,86,144,0,164,75,37,41,-16,-74,-33
19009,64,-4,14,45,152,23,90,209,4,54,80,9,13,88,144,-7,168,77,37,40,-11,-77,-31
19019,64,-6,14,44,152,22,92,208,4,60,80,12,15,90,144,0,173,76,41,40,-13,-78,-29
19028,64,-7,14,44,151,23,90,208,4,60,80,1,16,93,144,-1,176,77,42,40,-16,-78,-32
19037,64,-9,15,42,150,23,90,207,4,59,80,-14,16,96,143,0,181,76,42,39,-15,-80,-30
19047,64,-9,15,39,148,22,87,207,2,59,80,-17,15,100,144,-1,184,77,43,40,-13,-78,-27
19057,64,-8,13,38,147,23,86,204,3,58,64,-16,18,106,143,-1,186,77,42,37,-10,-80,-28
19066,64,-6,15,37,145,24,85,201,6,55,80,-17,13,108,145,-2,188,78,42,38,-7,-79,-27
19076,64,-7,15,35,141,25,84,198,5,55,80,-18,15,113,147,0,187,78,42,41,-12,-76,-24
19086,80,-5,13,33,138,26,80,196,3,55,80,-18,15,118,147,-1,187,83,37,41,-10,-73,-24
19096,80,-6,15,34,135,25,75,193,5,51,80,-16,13,123,150,0,184,86,38,41,-15,-71,-24
19105,80,-7,16,32,132,27,80,190,5,51,80,-10,12,127,150,0,182,87,37,41,-16,-75,-24
19114,80,-9,13,31,128,29,80,188,6,52,80,-4,12,132,151,1,181,89,35,41,-17,-75,-23
19124,80,-10,15,30,122,30,80,184,7,52,64,-2,11,134,151,2,178,91,34,41,-16,-74,-26
19134,80,-9,13,29,119,33,80,179,8,53,80,-1,9,139,154,-7,176,98,34,44,-16,-77,-25
19144,80,-8,13,26,114,34,81,171,8,51,80,1,11,144,154,-1,176,96,34,43,-16,-76,-26
19153,80,-9,14,26,110,35,79,165,8,50,80,4,11,148,153,0,174,98,28,44,-15,-80,-26
19163,80,-6,14,24,104,37,77,158,11,50,80,12,13,153,155,0,172,99,33,47,-14,-82,-25
19173,80,-7,12,24,100,39,76,146,13,48,80,26,6,158,155,-1,167,102,27,45,-7,-85,-26
19182,80,-8,15,23,93,39,70,132,15,46,80,47,6,163,159,0,172,105,25,46,-4,-81,-24
19191,80,-10,14,20,88,41,68,121,16,43,80,73,16,168,158,-2,170,106,25,49,-2,-86,-26
19201,80,-7,12,20,84,44,64,115,18,41,64,88,4,172,160,3,168,109,24,51,-3,-81,-24
19211,80,-7,12,18,84,45,61,112,19,40,64,92,1,173,160,-1,167,111,23,54,-1,-79,-23
19221,80,-9,13,19,78,44,59,110,20,39,48,65,2,178,164,0,166,114,23,56,-1,-77,-23
19230,80,-10,12,20,76,46,61,109,21,38,48,25,3,178,164,0,160,116,22,57,-2,-72,-25
19240,80,-12,15,17,74,47,60,109,25,36,80,-2,10,171,166,-1,157,119,22,60,-1,-70,-24
19249,64,-14,11,17,72,46,58,104,26,37,80,-1,25,175,170,0,150,121,19,62,-4,-70,-26
19259,64,-11,14,13,69,46,56,98,26,35,80,-1,11,173,174,0,143,131,18,65,-8,-69,-23
19269,64,-9,12,16,65,46,52,90,30,34,80,0,11,169,175,-1,139,121,19,69,-13,-72,-25
19278,64,-9,14,14,67,45,49,85,31,32,80,1,11,166,177,0,135,124,21,72,-13,-76,-25
19288,64,-8,13,13,60,45,47,80,32,27,80,1,10,163,177,-1,133,123,20,78,-5,-79,-25
19298,80,-7,15,11,57,44,45,71,36,28,80,1,11,162,178,-2,132,125,20,84,0,-84,-25
19308,64,-7,14,12,55,43,43,66,39,25,80,5,9,159,176,0,131,126,17,92,3,-83,-25
19316,64,-8,12,10,53,44,41,62,42,23,80,6,9,157,175,0,129,123,20,98,11,-86,-24
19326,64,-7,12,11,51,41,39,58,44,19,80,2,13,154,174,-1,125,122,20,104,14,-88,-22
19336,80,-13,14,8,49,40,34,55,49,17,80,4,12,148,172,0,119,121,16,111,14,-91,-23
19346,80,-11,13,8,45,36,33,50,53,15,80,7,9,143,172,0,113,119,17,121,9,-91,-27
19355,80,-10,13,8,43,37,30,46,56,11,80,2,9,139,170,-1,112,118,16,129,1,-90,-21
19365,80,-11,12,8,40,34,28,45,62,11,80,1,8,134,169,-2,107,117,16,131,-7,-88,-22
19375,80,-14,14,7,40,34,28,42,63,10,80,1,8,135,167,-1,106,117,16,143,-14,-87,-22
19385,80,-13,11,6,37,31,24,36,70,11,80,2,10,132,168,2,105,118,16,150,-12,-85,-23
19393,80,-13,11,5,35,30,23,35,65,9,80,1,9,132,167,2,104,118,18,156,-1,-80,-27
19403,80,-11,15,5,34,29,21,34,67,10,80,-1,8,130,168,0,103,117,18,166,8,-80,-24
19413,80,-9,10,5,33,29,20,30,69,10,80,1,9,130,169,-1,102,118,19,168,11,-78,-23
19423,80,-11,13,5,35,25,19,29,69,9,80,2,11,129,167,0,102,118,19,172,15,-85,-21
19433,80,-12,12,5,30,24,18,27,70,8,80,2,11,125,168,0,100,116,20,174,6,-84,-20
19442,64,-15,12,4,29,25,17,25,70,8,80,2,10,125,170,1,100,118,18,177,4,-86,-22
19452,64,-15,12,3,30,22,15,24,69,7,80,1,10,122,164,-1,100,117,19,178,2,-89,-19
19461,80,-19,10,2,31,21,14,22,68,7,80,3,9,120,162,1,99,116,17,181,0,-90,-18
19471,64,-22,12,3,29,21,14,21,66,7,80,1,10,120,162,-2,97,115,16,183,1,-87,-19
19480,64,-31,10,2,29,20,13,20,68,6,80,2,10,118,161,-2,94,115,18,186,3,-86,-19
19490,64,-34,10,3,29,17,13,18,64,7,80,3,9,117,158,0,93,114,16,190,6,-83,-21
19500,64,-36,9,2,27,17,12,18,64,8,80,1,9,113,155,-2,92,113,16,193,5,-81,-23
19510,64,-17,10,3,26,18,12,18,64,7,80,1,10,111,154,0,89,112,14,198,7,-82,-20
19519,64,-25,8,2,27,17,9,16,61,8,80,0,9,109,150,0,92,109,15,200,10,-83,-20
19528,64,-23,6,2,26,17,10,16,60,6,80,1,7,107,145,1,87,108,15,203,8,-85,-18
19538,80,-25,5,2,26,17,10,15,58,7,80,1,8,106,143,-1,87,107,15,206,11,-84,-21
19548,64,-22,3,2,26,16,11,15,59,5,80,1,8,106,139,0,84,102,13,209,12,-82,-20
19557,80,-17,3,2,27,16,11,15,55,7,80,2,9,104,137,1,84,103,14,214,14,-84,-17
19567,80,-16,3,3,25,17,11,14,54,6,80,1,9,104,138,0,84,102,15,214,12,-83,-20
19577,64,-16,2,2,24,16,10,15,55,5,80,2,8,104,136,1,82,101,14,216,14,-84,-21
19587,80,-20,3,2,27,17,10,13,53,6,80,1,10,105,136,-1,82,101,14,218,11,-87,-19
19597,80,-14,2,1,26,15,9,13,51,5,80,1,10,103,134,0,81,101,12,220,8,-90,-22
19605,80,-10,3,4,28,16,10,14,51,6,80,3,8,102,133,-8,81,103,14,221,6,-89,-22
19615,80,-4,2,2,28,16,10,14,48,5,80,1,9,101,132,1,79,98,14,224,7,-87,-18
19625,80,-1,2,3,27,16,9,13,49,4,80,2,9,99,130,-2,79,96,13,224,8,-88,-18
19635,80,3,1,1,27,16,11,14,48,5,80,1,9,97,129,-2,78,95,12,222,3,-81,-19
19644,80,13,5,3,28,15,10,14,48,6,80,1,7,95,129,0,79,93,12,224,5,-80,-21
19654,80,17,7,2,27,16,9,13,48,6,80,2,7,92,126,-1,78,90,14,224,3,-79,-20
19664,80,18,9,6,27,15,11,16,48,6,80,1,8,91,124,1,77,91,12,222,1,-76,-18
19673,80,16,14,4,22,16,10,17,49,6,80,2,9,90,122,-1,74,85,12,216,1,-78,-19
19682,80,16,15,4,29,17,12,17,49,7,80,1,9,86,119,1,74,84,10,224,1,-76,-18
17766,256,-96,128,1,27,2,5,10,3,8,112,1,7,319,337,1,234,256,31,211,10,-148,45
20014,64,-14,14,0,0,0,0,0,0,0,80,3,9,0,0,0,0,0,0,0,-5,-82,-21
20024,80,-14,14,10,40,36,21,33,110,10,80,3,9,62,85,-2,63,48,6,146,-3,-81,-22
20034,80,-13,12,11,39,37,21,32,111,11,80,1,9,64,86,1,63,49,6,145,-5,-80,-23
20044,80,-13,14,10,39,37,21,32,113,10,80,2,10,61,84,0,63,47,5,142,-6,-82,-20
20053,80,-10,13,11,39,37,19,33,113,12,80,2,8,60,83,-2,63,48,6,139,-3,-81,-23
20062,80,-11,12,11,40,36,21,33,117,12,80,2,7,59,84,0,64,46,3,138,-3,-80,-22
20072,64,-14,13,11,39,39,21,32,117,12,80,3,11,59,83,-1,63,45,7,137,-3,-81,-21
20082,64,-12,15,11,40,38,21,31,120,13,80,5,9,58,83,-2,63,46,5,136,-3,-79,-20
20091,80,-14,12,11,41,40,21,33,121,11,80,1,10,57,82,-2,63,44,5,133,-6,-78,-22
20101,80,-13,13,21,41,39,21,33,124,12,80,2,9,57,81,1,64,45,7,131,-6,-83,-19
20111,80,-12,14,12,41,40,21,34,123,12,80,1,9,58,79,-1,65,45,10,131,-6,-85,-20
20121,80,-13,14,11,41,39,21,34,127,12,80,3,8,56,80,1,63,46,6,132,-5,-91,-19
20131,80,-12,14,7,42,42,21,34,128,12,80,2,11,55,79,1,64,45,5,129,-8,-86,-18
20139,64,-13,13,9,41,41,21,34,129,11,80,3,8,53,79,0,64,42,6,128,-5,-93,-21
20149,80,-14,11,14,41,42,20,34,131,12,80,2,7,53,80,0,64,44,5,126,-6,-89,-20
20159,80,-14,13,13,42,43,20,33,131,13,80,4,8,54,78,0,63,44,5,119,-8,-87,-19
20169,64,-12,9,10,41,43,21,32,133,13,80,6,11,51,77,0,62,44,6,123,-10,-87,-22
20178,80,-13,13,11,42,42,21,34,135,13,80,3,9,50,75,0,61,41,4,121,-11,-84,-20
20188,80,-12,13,10,42,43,20,34,137,12,80,2,9,50,74,0,62,39,5,122,-6,-80,-20
20198,80,-11,13,12,42,46,22,32,135,13,80,3,8,51,74,1,61,39,3,119,-8,-79,-21
20207,64,-13,14,11,41,43,22,34,134,12,80,2,6,49,75,-1,61,40,4,121,-9,-79,-19
20216,80,-14,13,10,40,44,22,35,136,12,80,3,9,50,74,0,60,39,4,120,-10,-76,-21
20226,80,-10,10,10,42,44,21,34,136,13,80,2,9,50,74,-2,60,39,4,119,-10,-78,-20
20236,64,-13,14,10,42,44,22,33,139,12,80,2,8,49,75,-1,62,39,5,120,-9,-79,-21
20246,80,-11,13,10,41,43,21,32,138,11,80,4,10,50,76,-2,60,39,1,120,-11,-82,-21
20255,64,-14,13,11,43,43,21,33,139,13,80,2,12,50,77,0,62,39,6,122,-7,-82,-20
20265,64,-13,14,11,41,43,22,34,139,13,80,5,10,50,77,-2,60,38,4,122,-8,-84,-20
20275,80,-13,14,11,42,44,22,33,139,13,80,4,10,49,79,1,62,39,5,122,-9,-88,-20
20284,64,-12,14,11,41,43,22,36,141,12,80,3,8,51,78,1,61,40,5,123,-11,-86,-19
20294,80,-12,12,11,42,43,21,35,139,13,80,3,9,51,77,-1,61,40,8,123,-11,-87,-19
20303,80,-14,15,11,42,44,23,33,139,13,80,3,9,50,78,0,62,40,5,122,-9,-85,-20
20313,80,-13,12,11,41,46,21,34,141,12,80,1,9,51,79,0,62,40,4,122,-9,-81,-22
20323,80,-13,12,11,42,43,22,32,141,12,80,1,9,52,77,0,62,39,6,123,-10,-82,-23
20333,80,-12,0,10,42,47,22,34,142,12,80,2,10,50,70,0,62,39,5,127,-7,-80,-22
